State,District,Location,Latitude,Longitude,Population,Cattle_Count,Poultry_Count,Cluster_ID,Recommended_Hub,Human_Waste_kg_day,Animal_Waste_kg_day,Total_Waste_kg_day,Estimated_Methane_m3_day,CO2e_Reduction_kg_day
Rajasthan,Jaipur,Jaipur_Village_12,27.032400000000003,75.9073,98400,10800,14400,11,Hub_11,39360.0,108000.0,147360.0,58944.0,117888.0
Rajasthan,Jaipur,Jaipur_Village_13,27.0424,75.9173,106600,11700,15600,11,Hub_11,42640.0,117000.0,159640.0,63856.0,127712.0
Rajasthan,Jaipur,Jaipur_Village_14,27.052400000000002,75.9273,114800,12600,16800,11,Hub_11,45920.0,126000.0,171920.0,68768.0,137536.0
Rajasthan,Jaipur,Jaipur_Village_15,27.0624,75.93730000000001,123000,13500,18000,11,Hub_11,49200.0,135000.0,184200.0,73680.0,147360.0
Rajasthan,Jaipur,Jaipur_Village_16,27.072400000000002,75.9473,131200,14400,19200,11,Hub_11,52480.0,144000.0,196480.0,78592.0,157184.0
Rajasthan,Jaipur,Jaipur_Village_17,27.082400000000003,75.9573,139400,15300,20400,11,Hub_11,55760.0,153000.0,208760.0,83504.0,167008.0
Rajasthan,Jaipur,Jaipur_Village_18,27.0924,75.96730000000001,147600,16200,21600,11,Hub_11,59040.0,162000.0,221040.0,88416.0,176832.0
Rajasthan,Jaipur,Jaipur_Village_19,27.102400000000003,75.9773,155800,17100,22800,11,Hub_11,62320.0,171000.0,233320.0,93328.0,186656.0
Rajasthan,Jaipur,Jaipur_Village_20,27.1124,75.9873,164000,18000,24000,11,Hub_11,65600.0,180000.0,245600.0,98240.0,196480.0
Rajasthan,Jaipur,Jaipur_Village_21,27.122400000000003,75.9973,172200,18900,25200,11,Hub_11,68880.0,189000.0,257880.0,103152.0,206304.0
Rajasthan,Jaipur,Jaipur_Village_22,27.1324,76.0073,180400,19800,26400,11,Hub_11,72160.0,198000.0,270160.0,108064.0,216128.0
Rajasthan,Jaipur,Jaipur_Village_23,27.142400000000002,76.0173,188600,20700,27600,11,Hub_11,75440.0,207000.0,282440.0,112976.0,225952.0
Rajasthan,Jaipur,Jaipur_Village_24,27.1524,76.0273,196800,21600,28800,11,Hub_11,78720.0,216000.0,294720.0,117888.0,235776.0
Rajasthan,Jaipur,Jaipur_Village_25,27.1624,76.0373,205000,22500,30000,11,Hub_11,82000.0,225000.0,307000.0,122800.0,245600.0
Rajasthan,Jaipur,Jaipur_Village_26,27.172400000000003,76.0473,213200,23400,31200,11,Hub_11,85280.0,234000.0,319280.0,127712.0,255424.0
Rajasthan,Jaipur,Jaipur_Village_27,27.1824,76.0573,221400,24300,32400,11,Hub_11,88560.0,243000.0,331560.0,132624.0,265248.0
Rajasthan,Jaipur,Jaipur_Village_28,27.192400000000003,76.0673,229600,25200,33600,11,Hub_11,91840.0,252000.0,343840.0,137536.0,275072.0
Rajasthan,Jaipur,Jaipur_Village_29,27.2024,76.07730000000001,237800,26100,34800,11,Hub_11,95120.0,261000.0,356120.0,142448.0,284896.0
Rajasthan,Jaipur,Jaipur_Village_30,27.212400000000002,76.0873,246000,27000,36000,11,Hub_11,98400.0,270000.0,368400.0,147360.0,294720.0
Rajasthan,Jaipur,Jaipur_Village_31,27.2224,76.0973,254200,27900,37200,11,Hub_11,101680.0,279000.0,380680.0,152272.0,304544.0
Rajasthan,Jaipur,Jaipur_Village_32,27.232400000000002,76.1073,262400,28800,38400,11,Hub_11,104960.0,288000.0,392960.0,157184.0,314368.0
Rajasthan,Jaipur,Jaipur_Village_33,27.2424,76.1173,270600,29700,39600,11,Hub_11,108240.0,297000.0,405240.0,162096.0,324192.0
Rajasthan,Jaipur,Jaipur_Village_34,27.2524,76.1273,278800,30600,40800,11,Hub_11,111520.0,306000.0,417520.0,167008.0,334016.0
Rajasthan,Jaipur,Jaipur_Village_35,27.262400000000003,76.1373,287000,31500,42000,11,Hub_11,114800.0,315000.0,429800.0,171920.0,343840.0
Rajasthan,Jaipur,Jaipur_Village_36,27.2724,76.1473,295200,32400,43200,11,Hub_11,118080.0,324000.0,442080.0,176832.0,353664.0
Rajasthan,Jaipur,Jaipur_Village_37,27.282400000000003,76.1573,303400,33300,44400,11,Hub_11,121360.0,333000.0,454360.0,181744.0,363488.0
Rajasthan,Jaipur,Jaipur_Village_38,27.2924,76.1673,311600,34200,45600,11,Hub_11,124640.0,342000.0,466640.0,186656.0,373312.0
Rajasthan,Jaipur,Jaipur_Village_39,27.302400000000002,76.1773,319800,35100,46800,11,Hub_11,127920.0,351000.0,478920.0,191568.0,383136.0
Rajasthan,Jaipur,Jaipur_Village_40,27.3124,76.18730000000001,328000,36000,48000,11,Hub_11,131200.0,360000.0,491200.0,196480.0,392960.0
Rajasthan,Jaipur,Jaipur_Village_41,27.322400000000002,76.1973,336200,36900,49200,11,Hub_11,134480.0,369000.0,503480.0,201392.0,402784.0
Rajasthan,Jaipur,Jaipur_Village_42,27.332400000000003,76.2073,344400,37800,50400,11,Hub_11,137760.0,378000.0,515760.0,206304.0,412608.0
Rajasthan,Jaipur,Jaipur_Village_43,27.3424,76.21730000000001,352600,38700,51600,11,Hub_11,141040.0,387000.0,528040.0,211216.0,422432.0
Rajasthan,Jaipur,Jaipur_Village_44,27.352400000000003,76.2273,360800,39600,52800,11,Hub_11,144320.0,396000.0,540320.0,216128.0,432256.0
Rajasthan,Jaipur,Jaipur_Village_45,27.3624,76.2373,369000,40500,54000,11,Hub_11,147600.0,405000.0,552600.0,221040.0,442080.0
Rajasthan,Jaipur,Jaipur_Village_46,27.372400000000003,76.2473,377200,41400,55200,11,Hub_11,150880.0,414000.0,564880.0,225952.0,451904.0
Rajasthan,Jaipur,Jaipur_Village_47,27.3824,76.2573,385400,42300,56400,11,Hub_11,154160.0,423000.0,577160.0,230864.0,461728.0
Rajasthan,Jaipur,Jaipur_Village_48,27.392400000000002,76.2673,393600,43200,57600,11,Hub_11,157440.0,432000.0,589440.0,235776.0,471552.0
Rajasthan,Jaipur,Jaipur_Village_49,27.4024,76.2773,401800,44100,58800,11,Hub_11,160720.0,441000.0,601720.0,240688.0,481376.0
Rajasthan,Jaipur,Jaipur_Village_50,27.4124,76.2873,410000,45000,60000,11,Hub_11,164000.0,450000.0,614000.0,245600.0,491200.0
Madhya Pradesh,Indore,Indore_Village_1,22.7296,75.8677,6000,660,960,12,Hub_12,2400.0,6600.0,9000.0,3600.0,7200.0
Madhya Pradesh,Indore,Indore_Village_2,22.7396,75.87769999999999,12000,1320,1920,12,Hub_12,4800.0,13200.0,18000.0,7200.0,14400.0
Madhya Pradesh,Indore,Indore_Village_3,22.7496,75.8877,18000,1980,2880,12,Hub_12,7200.0,19800.0,27000.0,10800.0,21600.0
Madhya Pradesh,Indore,Indore_Village_4,22.7596,75.8977,24000,2640,3840,12,Hub_12,9600.0,26400.0,36000.0,14400.0,28800.0
Madhya Pradesh,Indore,Indore_Village_5,22.7696,75.90769999999999,30000,3300,4800,12,Hub_12,12000.0,33000.0,45000.0,18000.0,36000.0
Madhya Pradesh,Indore,Indore_Village_6,22.7796,75.9177,36000,3960,5760,12,Hub_12,14400.0,39600.0,54000.0,21600.0,43200.0
Madhya Pradesh,Indore,Indore_Village_7,22.7896,75.92769999999999,42000,4620,6720,12,Hub_12,16800.0,46200.0,63000.0,25200.0,50400.0
Madhya Pradesh,Indore,Indore_Village_8,22.799599999999998,75.93769999999999,48000,5280,7680,12,Hub_12,19200.0,52800.0,72000.0,28800.0,57600.0
Madhya Pradesh,Indore,Indore_Village_9,22.8096,75.9477,54000,5940,8640,12,Hub_12,21600.0,59400.0,81000.0,32400.0,64800.0
Madhya Pradesh,Indore,Indore_Village_10,22.8196,75.95769999999999,60000,6600,9600,12,Hub_12,24000.0,66000.0,90000.0,36000.0,72000.0
Madhya Pradesh,Indore,Indore_Village_11,22.8296,75.9677,66000,7260,10560,12,Hub_12,26400.0,72600.0,99000.0,39600.0,79200.0
Madhya Pradesh,Indore,Indore_Village_12,22.8396,75.9777,72000,7920,11520,12,Hub_12,28800.0,79200.0,108000.0,43200.0,86400.0
Madhya Pradesh,Indore,Indore_Village_13,22.8496,75.98769999999999,78000,8580,12480,12,Hub_12,31200.0,85800.0,117000.0,46800.0,93600.0
Madhya Pradesh,Indore,Indore_Village_14,22.8596,75.9977,84000,9240,13440,12,Hub_12,33600.0,92400.0,126000.0,50400.0,100800.0
Madhya Pradesh,Indore,Indore_Village_15,22.8696,76.0077,90000,9900,14400,12,Hub_12,36000.0,99000.0,135000.0,54000.0,108000.0
Madhya Pradesh,Indore,Indore_Village_16,22.8796,76.01769999999999,96000,10560,15360,12,Hub_12,38400.0,105600.0,144000.0,57600.0,115200.0
Madhya Pradesh,Indore,Indore_Village_17,22.8896,76.0277,102000,11220,16320,12,Hub_12,40800.0,112200.0,153000.0,61200.0,122400.0
Madhya Pradesh,Indore,Indore_Village_18,22.8996,76.0377,108000,11880,17280,12,Hub_12,43200.0,118800.0,162000.0,64800.0,129600.0
Madhya Pradesh,Indore,Indore_Village_19,22.9096,76.04769999999999,114000,12540,18240,12,Hub_12,45600.0,125400.0,171000.0,68400.0,136800.0
Madhya Pradesh,Indore,Indore_Village_20,22.9196,76.0577,120000,13200,19200,12,Hub_12,48000.0,132000.0,180000.0,72000.0,144000.0
Madhya Pradesh,Indore,Indore_Village_21,22.9296,76.06769999999999,126000,13860,20160,12,Hub_12,50400.0,138600.0,189000.0,75600.0,151200.0
Madhya Pradesh,Indore,Indore_Village_22,22.9396,76.0777,132000,14520,21120,12,Hub_12,52800.0,145200.0,198000.0,79200.0,158400.0
Madhya Pradesh,Indore,Indore_Village_23,22.9496,76.0877,138000,15180,22080,12,Hub_12,55200.0,151800.0,207000.0,82800.0,165600.0
Madhya Pradesh,Indore,Indore_Village_24,22.9596,76.09769999999999,144000,15840,23040,12,Hub_12,57600.0,158400.0,216000.0,86400.0,172800.0
Madhya Pradesh,Indore,Indore_Village_25,22.9696,76.1077,150000,16500,24000,12,Hub_12,60000.0,165000.0,225000.0,90000.0,180000.0
Madhya Pradesh,Indore,Indore_Village_26,22.9796,76.1177,156000,17160,24960,12,Hub_12,62400.0,171600.0,234000.0,93600.0,187200.0
Madhya Pradesh,Indore,Indore_Village_27,22.9896,76.12769999999999,162000,17820,25920,12,Hub_12,64800.0,178200.0,243000.0,97200.0,194400.0
Madhya Pradesh,Indore,Indore_Village_28,22.9996,76.1377,168000,18480,26880,12,Hub_12,67200.0,184800.0,252000.0,100800.0,201600.0
Madhya Pradesh,Indore,Indore_Village_29,23.0096,76.1477,174000,19140,27840,12,Hub_12,69600.0,191400.0,261000.0,104400.0,208800.0
Madhya Pradesh,Indore,Indore_Village_30,23.0196,76.15769999999999,180000,19800,28800,12,Hub_12,72000.0,198000.0,270000.0,108000.0,216000.0
Madhya Pradesh,Indore,Indore_Village_31,23.0296,76.1677,186000,20460,29760,12,Hub_12,74400.0,204600.0,279000.0,111600.0,223200.0
Madhya Pradesh,Indore,Indore_Village_32,23.0396,76.17769999999999,192000,21120,30720,12,Hub_12,76800.0,211200.0,288000.0,115200.0,230400.0
Madhya Pradesh,Indore,Indore_Village_33,23.049599999999998,76.18769999999999,198000,21780,31680,12,Hub_12,79200.0,217800.0,297000.0,118800.0,237600.0
Madhya Pradesh,Indore,Indore_Village_34,23.0596,76.1977,204000,22440,32640,12,Hub_12,81600.0,224400.0,306000.0,122400.0,244800.0
Madhya Pradesh,Indore,Indore_Village_35,23.0696,76.20769999999999,210000,23100,33600,12,Hub_12,84000.0,231000.0,315000.0,126000.0,252000.0
Madhya Pradesh,Indore,Indore_Village_36,23.0796,76.2177,216000,23760,34560,12,Hub_12,86400.0,237600.0,324000.0,129600.0,259200.0
Madhya Pradesh,Indore,Indore_Village_37,23.0896,76.2277,222000,24420,35520,12,Hub_12,88800.0,244200.0,333000.0,133200.0,266400.0
Madhya Pradesh,Indore,Indore_Village_38,23.0996,76.23769999999999,228000,25080,36480,12,Hub_12,91200.0,250800.0,342000.0,136800.0,273600.0
Madhya Pradesh,Indore,Indore_Village_39,23.1096,76.2477,234000,25740,37440,12,Hub_12,93600.0,257400.0,351000.0,140400.0,280800.0
Madhya Pradesh,Indore,Indore_Village_40,23.1196,76.2577,240000,26400,38400,12,Hub_12,96000.0,264000.0,360000.0,144000.0,288000.0
Madhya Pradesh,Indore,Indore_Village_41,23.1296,76.26769999999999,246000,27060,39360,12,Hub_12,98400.0,270600.0,369000.0,147600.0,295200.0
Madhya Pradesh,Indore,Indore_Village_42,23.1396,76.2777,252000,27720,40320,12,Hub_12,100800.0,277200.0,378000.0,151200.0,302400.0
Madhya Pradesh,Indore,Indore_Village_43,23.1496,76.2877,258000,28380,41280,12,Hub_12,103200.0,283800.0,387000.0,154800.0,309600.0
Madhya Pradesh,Indore,Indore_Village_44,23.1596,76.29769999999999,264000,29040,42240,12,Hub_12,105600.0,290400.0,396000.0,158400.0,316800.0
Madhya Pradesh,Indore,Indore_Village_45,23.1696,76.3077,270000,29700,43200,12,Hub_12,108000.0,297000.0,405000.0,162000.0,324000.0
Madhya Pradesh,Indore,Indore_Village_46,23.1796,76.31769999999999,276000,30360,44160,12,Hub_12,110400.0,303600.0,414000.0,165600.0,331200.0
Madhya Pradesh,Indore,Indore_Village_47,23.1896,76.3277,282000,31020,45120,12,Hub_12,112800.0,310200.0,423000.0,169200.0,338400.0
Madhya Pradesh,Indore,Indore_Village_48,23.1996,76.3377,288000,31680,46080,12,Hub_12,115200.0,316800.0,432000.0,172800.0,345600.0
Madhya Pradesh,Indore,Indore_Village_49,23.2096,76.34769999999999,294000,32340,47040,12,Hub_12,117600.0,323400.0,441000.0,176400.0,352800.0
Madhya Pradesh,Indore,Indore_Village_50,23.2196,76.3577,300000,33000,48000,12,Hub_12,120000.0,330000.0,450000.0,180000.0,360000.0
Bihar,Patna,Patna_Village_1,25.604100000000003,85.14760000000001,5000,540,750,13,Hub_13,2000.0,5400.0,7400.0,2960.0,5920.0
Bihar,Patna,Patna_Village_2,25.6141,85.1576,10000,1080,1500,13,Hub_13,4000.0,10800.0,14800.0,5920.0,11840.0
Bihar,Patna,Patna_Village_3,25.624100000000002,85.16760000000001,15000,1620,2250,13,Hub_13,6000.0,16200.0,22200.0,8880.0,17760.0
Bihar,Patna,Patna_Village_4,25.6341,85.17760000000001,20000,2160,3000,13,Hub_13,8000.0,21600.0,29600.0,11840.0,23680.0
Bihar,Patna,Patna_Village_5,25.6441,85.1876,25000,2700,3750,13,Hub_13,10000.0,27000.0,37000.0,14800.0,29600.0
Bihar,Patna,Patna_Village_6,25.6541,85.19760000000001,30000,3240,4500,13,Hub_13,12000.0,32400.0,44400.0,17760.0,35520.0
Bihar,Patna,Patna_Village_7,25.6641,85.2076,35000,3780,5250,13,Hub_13,14000.0,37800.0,51800.0,20720.0,41440.0
Bihar,Patna,Patna_Village_8,25.6741,85.2176,40000,4320,6000,13,Hub_13,16000.0,43200.0,59200.0,23680.0,47360.0
Bihar,Patna,Patna_Village_9,25.6841,85.22760000000001,45000,4860,6750,13,Hub_13,18000.0,48600.0,66600.0,26640.0,53280.0
Bihar,Patna,Patna_Village_10,25.694100000000002,85.2376,50000,5400,7500,13,Hub_13,20000.0,54000.0,74000.0,29600.0,59200.0
Bihar,Patna,Patna_Village_11,25.7041,85.2476,55000,5940,8250,13,Hub_13,22000.0,59400.0,81400.0,32560.0,65120.0
Bihar,Patna,Patna_Village_12,25.714100000000002,85.25760000000001,60000,6480,9000,13,Hub_13,24000.0,64800.0,88800.0,35520.0,71040.0
Bihar,Patna,Patna_Village_13,25.7241,85.2676,65000,7020,9750,13,Hub_13,26000.0,70200.0,96200.0,38480.0,76960.0
Bihar,Patna,Patna_Village_14,25.7341,85.2776,70000,7560,10500,13,Hub_13,28000.0,75600.0,103600.0,41440.0,82880.0
Bihar,Patna,Patna_Village_15,25.7441,85.28760000000001,75000,8100,11250,13,Hub_13,30000.0,81000.0,111000.0,44400.0,88800.0
Bihar,Patna,Patna_Village_16,25.7541,85.2976,80000,8640,12000,13,Hub_13,32000.0,86400.0,118400.0,47360.0,94720.0
Bihar,Patna,Patna_Village_17,25.764100000000003,85.30760000000001,85000,9180,12750,13,Hub_13,34000.0,91800.0,125800.0,50320.0,100640.0
Bihar,Patna,Patna_Village_18,25.7741,85.31760000000001,90000,9720,13500,13,Hub_13,36000.0,97200.0,133200.0,53280.0,106560.0
Bihar,Patna,Patna_Village_19,25.784100000000002,85.3276,95000,10260,14250,13,Hub_13,38000.0,102600.0,140600.0,56240.0,112480.0
Bihar,Patna,Patna_Village_20,25.7941,85.33760000000001,100000,10800,15000,13,Hub_13,40000.0,108000.0,148000.0,59200.0,118400.0
Bihar,Patna,Patna_Village_21,25.804100000000002,85.3476,105000,11340,15750,13,Hub_13,42000.0,113400.0,155400.0,62160.0,124320.0
Bihar,Patna,Patna_Village_22,25.8141,85.3576,110000,11880,16500,13,Hub_13,44000.0,118800.0,162800.0,65120.0,130240.0
Bihar,Patna,Patna_Village_23,25.8241,85.36760000000001,115000,12420,17250,13,Hub_13,46000.0,124200.0,170200.0,68080.0,136160.0
Bihar,Patna,Patna_Village_24,25.8341,85.3776,120000,12960,18000,13,Hub_13,48000.0,129600.0,177600.0,71040.0,142080.0
Bihar,Patna,Patna_Village_25,25.8441,85.3876,125000,13500,18750,13,Hub_13,50000.0,135000.0,185000.0,74000.0,148000.0
Bihar,Patna,Patna_Village_26,25.854100000000003,85.39760000000001,130000,14040,19500,13,Hub_13,52000.0,140400.0,192400.0,76960.0,153920.0
Bihar,Patna,Patna_Village_27,25.8641,85.4076,135000,14580,20250,13,Hub_13,54000.0,145800.0,199800.0,79920.0,159840.0
Bihar,Patna,Patna_Village_28,25.874100000000002,85.41760000000001,140000,15120,21000,13,Hub_13,56000.0,151200.0,207200.0,82880.0,165760.0
Bihar,Patna,Patna_Village_29,25.8841,85.42760000000001,145000,15660,21750,13,Hub_13,58000.0,156600.0,214600.0,85840.0,171680.0
Bihar,Patna,Patna_Village_30,25.8941,85.4376,150000,16200,22500,13,Hub_13,60000.0,162000.0,222000.0,88800.0,177600.0
Bihar,Patna,Patna_Village_31,25.9041,85.44760000000001,155000,16740,23250,13,Hub_13,62000.0,167400.0,229400.0,91760.0,183520.0
Bihar,Patna,Patna_Village_32,25.9141,85.4576,160000,17280,24000,13,Hub_13,64000.0,172800.0,236800.0,94720.0,189440.0
Bihar,Patna,Patna_Village_33,25.9241,85.4676,165000,17820,24750,13,Hub_13,66000.0,178200.0,244200.0,97680.0,195360.0
Bihar,Patna,Patna_Village_34,25.9341,85.47760000000001,170000,18360,25500,13,Hub_13,68000.0,183600.0,251600.0,100640.0,201280.0
Bihar,Patna,Patna_Village_35,25.944100000000002,85.4876,175000,18900,26250,13,Hub_13,70000.0,189000.0,259000.0,103600.0,207200.0
Bihar,Patna,Patna_Village_36,25.9541,85.4976,180000,19440,27000,13,Hub_13,72000.0,194400.0,266400.0,106560.0,213120.0
Bihar,Patna,Patna_Village_37,25.964100000000002,85.50760000000001,185000,19980,27750,13,Hub_13,74000.0,199800.0,273800.0,109520.0,219040.0
Bihar,Patna,Patna_Village_38,25.9741,85.5176,190000,20520,28500,13,Hub_13,76000.0,205200.0,281200.0,112480.0,224960.0
Bihar,Patna,Patna_Village_39,25.9841,85.5276,195000,21060,29250,13,Hub_13,78000.0,210600.0,288600.0,115440.0,230880.0
Bihar,Patna,Patna_Village_40,25.9941,85.53760000000001,200000,21600,30000,13,Hub_13,80000.0,216000.0,296000.0,118400.0,236800.0
Bihar,Patna,Patna_Village_41,26.0041,85.5476,205000,22140,30750,13,Hub_13,82000.0,221400.0,303400.0,121360.0,242720.0
Bihar,Patna,Patna_Village_42,26.014100000000003,85.55760000000001,210000,22680,31500,13,Hub_13,84000.0,226800.0,310800.0,124320.0,248640.0
Bihar,Patna,Patna_Village_43,26.0241,85.56760000000001,215000,23220,32250,13,Hub_13,86000.0,232200.0,318200.0,127280.0,254560.0
Bihar,Patna,Patna_Village_44,26.034100000000002,85.5776,220000,23760,33000,13,Hub_13,88000.0,237600.0,325600.0,130240.0,260480.0
Bihar,Patna,Patna_Village_45,26.0441,85.58760000000001,225000,24300,33750,13,Hub_13,90000.0,243000.0,333000.0,133200.0,266400.0
Bihar,Patna,Patna_Village_46,26.054100000000002,85.5976,230000,24840,34500,13,Hub_13,92000.0,248400.0,340400.0,136160.0,272320.0
Bihar,Patna,Patna_Village_47,26.0641,85.6076,235000,25380,35250,13,Hub_13,94000.0,253800.0,347800.0,139120.0,278240.0
Bihar,Patna,Patna_Village_48,26.0741,85.61760000000001,240000,25920,36000,13,Hub_13,96000.0,259200.0,355200.0,142080.0,284160.0
Bihar,Patna,Patna_Village_49,26.0841,85.6276,245000,26460,36750,13,Hub_13,98000.0,264600.0,362600.0,145040.0,290080.0
Bihar,Patna,Patna_Village_50,26.0941,85.6376,250000,27000,37500,13,Hub_13,100000.0,270000.0,370000.0,148000.0,296000.0
Punjab,Ludhiana,Ludhiana_Village_1,30.91,75.8673,4000,1050,900,14,Hub_14,1600.0,10500.0,12100.0,4840.0,9680.0
Punjab,Ludhiana,Ludhiana_Village_2,30.919999999999998,75.87729999999999,8000,2100,1800,14,Hub_14,3200.0,21000.0,24200.0,9680.0,19360.0
Punjab,Ludhiana,Ludhiana_Village_3,30.93,75.8873,12000,3150,2700,14,Hub_14,4800.0,31500.0,36300.0,14520.0,29040.0
Punjab,Ludhiana,Ludhiana_Village_4,30.939999999999998,75.8973,16000,4200,3600,14,Hub_14,6400.0,42000.0,48400.0,19360.0,38720.0
Punjab,Ludhiana,Ludhiana_Village_5,30.95,75.90729999999999,20000,5250,4500,14,Hub_14,8000.0,52500.0,60500.0,24200.0,48400.0
Punjab,Ludhiana,Ludhiana_Village_6,30.959999999999997,75.9173,24000,6300,5400,14,Hub_14,9600.0,63000.0,72600.0,29040.0,58080.0
Punjab,Ludhiana,Ludhiana_Village_7,30.97,75.92729999999999,28000,7350,6300,14,Hub_14,11200.0,73500.0,84700.0,33880.0,67760.0
Punjab,Ludhiana,Ludhiana_Village_8,30.979999999999997,75.9373,32000,8400,7200,14,Hub_14,12800.0,84000.0,96800.0,38720.0,77440.0
Punjab,Ludhiana,Ludhiana_Village_9,30.99,75.9473,36000,9450,8100,14,Hub_14,14400.0,94500.0,108900.0,43560.0,87120.0
Punjab,Ludhiana,Ludhiana_Village_10,31.0,75.95729999999999,40000,10500,9000,14,Hub_14,16000.0,105000.0,121000.0,48400.0,96800.0
Punjab,Ludhiana,Ludhiana_Village_11,31.009999999999998,75.9673,44000,11550,9900,14,Hub_14,17600.0,115500.0,133100.0,53240.0,106480.0
Punjab,Ludhiana,Ludhiana_Village_12,31.02,75.9773,48000,12600,10800,14,Hub_14,19200.0,126000.0,145200.0,58080.0,116160.0
Punjab,Ludhiana,Ludhiana_Village_13,31.029999999999998,75.98729999999999,52000,13650,11700,14,Hub_14,20800.0,136500.0,157300.0,62920.0,125840.0
Punjab,Ludhiana,Ludhiana_Village_14,31.04,75.9973,56000,14700,12600,14,Hub_14,22400.0,147000.0,169400.0,67760.0,135520.0
Punjab,Ludhiana,Ludhiana_Village_15,31.049999999999997,76.0073,60000,15750,13500,14,Hub_14,24000.0,157500.0,181500.0,72600.0,145200.0
Punjab,Ludhiana,Ludhiana_Village_16,31.06,76.01729999999999,64000,16800,14400,14,Hub_14,25600.0,168000.0,193600.0,77440.0,154880.0
Punjab,Ludhiana,Ludhiana_Village_17,31.07,76.0273,68000,17850,15300,14,Hub_14,27200.0,178500.0,205700.0,82280.0,164560.0
Punjab,Ludhiana,Ludhiana_Village_18,31.08,76.0373,72000,18900,16200,14,Hub_14,28800.0,189000.0,217800.0,87120.0,174240.0
Punjab,Ludhiana,Ludhiana_Village_19,31.09,76.04729999999999,76000,19950,17100,14,Hub_14,30400.0,199500.0,229900.0,91960.0,183920.0
Punjab,Ludhiana,Ludhiana_Village_20,31.099999999999998,76.0573,80000,21000,18000,14,Hub_14,32000.0,210000.0,242000.0,96800.0,193600.0
Punjab,Ludhiana,Ludhiana_Village_21,31.11,76.06729999999999,84000,22050,18900,14,Hub_14,33600.0,220500.0,254100.0,101640.0,203280.0
Punjab,Ludhiana,Ludhiana_Village_22,31.119999999999997,76.0773,88000,23100,19800,14,Hub_14,35200.0,231000.0,266200.0,106480.0,212960.0
Punjab,Ludhiana,Ludhiana_Village_23,31.13,76.0873,92000,24150,20700,14,Hub_14,36800.0,241500.0,278300.0,111320.0,222640.0
Punjab,Ludhiana,Ludhiana_Village_24,31.139999999999997,76.09729999999999,96000,25200,21600,14,Hub_14,38400.0,252000.0,290400.0,116160.0,232320.0
Punjab,Ludhiana,Ludhiana_Village_25,31.15,76.1073,100000,26250,22500,14,Hub_14,40000.0,262500.0,302500.0,121000.0,242000.0
Punjab,Ludhiana,Ludhiana_Village_26,31.16,76.1173,104000,27300,23400,14,Hub_14,41600.0,273000.0,314600.0,125840.0,251680.0
Punjab,Ludhiana,Ludhiana_Village_27,31.169999999999998,76.12729999999999,108000,28350,24300,14,Hub_14,43200.0,283500.0,326700.0,130680.0,261360.0
Punjab,Ludhiana,Ludhiana_Village_28,31.18,76.1373,112000,29400,25200,14,Hub_14,44800.0,294000.0,338800.0,135520.0,271040.0
Punjab,Ludhiana,Ludhiana_Village_29,31.189999999999998,76.1473,116000,30450,26100,14,Hub_14,46400.0,304500.0,350900.0,140360.0,280720.0
Punjab,Ludhiana,Ludhiana_Village_30,31.2,76.15729999999999,120000,31500,27000,14,Hub_14,48000.0,315000.0,363000.0,145200.0,290400.0
Punjab,Ludhiana,Ludhiana_Village_31,31.209999999999997,76.1673,124000,32550,27900,14,Hub_14,49600.0,325500.0,375100.0,150040.0,300080.0
Punjab,Ludhiana,Ludhiana_Village_32,31.22,76.17729999999999,128000,33600,28800,14,Hub_14,51200.0,336000.0,387200.0,154880.0,309760.0
Punjab,Ludhiana,Ludhiana_Village_33,31.229999999999997,76.1873,132000,34650,29700,14,Hub_14,52800.0,346500.0,399300.0,159720.0,319440.0
Punjab,Ludhiana,Ludhiana_Village_34,31.24,76.1973,136000,35700,30600,14,Hub_14,54400.0,357000.0,411400.0,164560.0,329120.0
Punjab,Ludhiana,Ludhiana_Village_35,31.25,76.20729999999999,140000,36750,31500,14,Hub_14,56000.0,367500.0,423500.0,169400.0,338800.0
Punjab,Ludhiana,Ludhiana_Village_36,31.259999999999998,76.2173,144000,37800,32400,14,Hub_14,57600.0,378000.0,435600.0,174240.0,348480.0
Punjab,Ludhiana,Ludhiana_Village_37,31.27,76.2273,148000,38850,33300,14,Hub_14,59200.0,388500.0,447700.0,179080.0,358160.0
Punjab,Ludhiana,Ludhiana_Village_38,31.279999999999998,76.23729999999999,152000,39900,34200,14,Hub_14,60800.0,399000.0,459800.0,183920.0,367840.0
Punjab,Ludhiana,Ludhiana_Village_39,31.29,76.2473,156000,40950,35100,14,Hub_14,62400.0,409500.0,471900.0,188760.0,377520.0
Punjab,Ludhiana,Ludhiana_Village_40,31.299999999999997,76.2573,160000,42000,36000,14,Hub_14,64000.0,420000.0,484000.0,193600.0,387200.0
Punjab,Ludhiana,Ludhiana_Village_41,31.31,76.26729999999999,164000,43050,36900,14,Hub_14,65600.0,430500.0,496100.0,198440.0,396880.0
Punjab,Ludhiana,Ludhiana_Village_42,31.32,76.2773,168000,44100,37800,14,Hub_14,67200.0,441000.0,508200.0,203280.0,406560.0
Punjab,Ludhiana,Ludhiana_Village_43,31.33,76.2873,172000,45150,38700,14,Hub_14,68800.0,451500.0,520300.0,208120.0,416240.0
Punjab,Ludhiana,Ludhiana_Village_44,31.34,76.29729999999999,176000,46200,39600,14,Hub_14,70400.0,462000.0,532400.0,212960.0,425920.0
